channel_id,source_distinction_id,best_probability_target_distinction_id,best_probability_decoder_id,best_probability_success,best_probability_success_fraction,best_probability_passes_high_recovery,chance_success_probability,normalized_recovery_advantage,any_exact_support_recoverable,exact_support_target_distinction_ids,support_probability_relation,claim_boundary
random_channel_same_output_entropy_seed_17,D_trivial,E_A,dec::random_channel_same_output_entropy_seed_17::D_trivial::E_A::bayes_optimal_decoder,1.0,1,1,1.0,0.0,1,E_A;E_B;E_joint;E_parity;E_trivial,exact_and_high_probability,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim"
total_erasure_channel,D_A,E_trivial_star,dec::total_erasure_channel::D_A::E_trivial_star::bayes_optimal_decoder,0.5,1/2,0,0.5,0.0,0,,neither_exact_nor_high,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim"
total_erasure_channel,D_B,E_trivial_star,dec::total_erasure_channel::D_B::E_trivial_star::bayes_optimal_decoder,0.5,1/2,0,0.5,0.0,0,,neither_exact_nor_high,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim"
total_erasure_channel,D_joint,E_trivial_star,dec::total_erasure_channel::D_joint::E_trivial_star::bayes_optimal_decoder,0.25,1/4,0,0.25,0.0,0,,neither_exact_nor_high,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim"
total_erasure_channel,D_parity,E_trivial_star,dec::total_erasure_channel::D_parity::E_trivial_star::bayes_optimal_decoder,0.5,1/2,0,0.5,0.0,0,,neither_exact_nor_high,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim"
total_erasure_channel,D_trivial,E_trivial_star,dec::total_erasure_channel::D_trivial::E_trivial_star::bayes_optimal_decoder,1.0,1,1,1.0,0.0,1,E_trivial_star,exact_and_high_probability,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim"
y2_bit_flip_p_0_25,E_A,E_A,dec::y2_bit_flip_p_0_25::E_A::E_A::bayes_optimal_decoder,0.75,3/4,0,0.5,0.5,0,,neither_exact_nor_high,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim"
y2_bit_flip_p_0_25,E_B,E_B,dec::y2_bit_flip_p_0_25::E_B::E_B::bayes_optimal_decoder,0.75,3/4,0,0.5,0.5,0,,neither_exact_nor_high,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim"
y2_bit_flip_p_0_25,E_joint,E_joint,dec::y2_bit_flip_p_0_25::E_joint::E_joint::bayes_optimal_decoder,0.5625,9/16,0,0.25,0.4166666666666667,0,,neither_exact_nor_high,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim"
y2_bit_flip_p_0_25,E_parity,E_joint,dec::y2_bit_flip_p_0_25::E_parity::E_joint::bayes_optimal_decoder,0.625,5/8,0,0.5,0.25,0,,neither_exact_nor_high,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim"
y2_bit_flip_p_0_25,E_trivial,E_A,dec::y2_bit_flip_p_0_25::E_trivial::E_A::bayes_optimal_decoder,1.0,1,1,1.0,0.0,1,E_A;E_B;E_joint;E_parity;E_trivial,exact_and_high_probability,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim"
y2_identity_channel,E_A,E_A,dec::y2_identity_channel::E_A::E_A::bayes_optimal_decoder,1.0,1,1,0.5,1.0,1,E_A;E_joint,exact_and_high_probability,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim"
y2_identity_channel,E_B,E_B,dec::y2_identity_channel::E_B::E_B::bayes_optimal_decoder,1.0,1,1,0.5,1.0,1,E_B;E_joint,exact_and_high_probability,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim"
y2_identity_channel,E_joint,E_joint,dec::y2_identity_channel::E_joint::E_joint::bayes_optimal_decoder,1.0,1,1,0.25,1.0,1,E_joint,exact_and_high_probability,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim"
y2_identity_channel,E_parity,E_joint,dec::y2_identity_channel::E_parity::E_joint::bayes_optimal_decoder,1.0,1,1,0.5,1.0,1,E_joint;E_parity,exact_and_high_probability,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim"
y2_identity_channel,E_trivial,E_A,dec::y2_identity_channel::E_trivial::E_A::bayes_optimal_decoder,1.0,1,1,1.0,0.0,1,E_A;E_B;E_joint;E_parity;E_trivial,exact_and_high_probability,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim"
y2_marginal_joint_degrade_q_0_10,E_A,E_A,dec::y2_marginal_joint_degrade_q_0_10::E_A::E_A::bayes_optimal_decoder,0.95,19/20,1,0.5,0.9,0,,probabilistic_without_exact_support,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim"
y2_marginal_joint_degrade_q_0_10,E_B,E_B,dec::y2_marginal_joint_degrade_q_0_10::E_B::E_B::bayes_optimal_decoder,0.95,19/20,1,0.5,0.9,0,,probabilistic_without_exact_support,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim"
y2_marginal_joint_degrade_q_0_10,E_joint,E_joint,dec::y2_marginal_joint_degrade_q_0_10::E_joint::E_joint::bayes_optimal_decoder,0.9,9/10,0,0.25,0.8666666666666667,0,,neither_exact_nor_high,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim"
y2_marginal_joint_degrade_q_0_10,E_parity,E_joint,dec::y2_marginal_joint_degrade_q_0_10::E_parity::E_joint::bayes_optimal_decoder,0.9,9/10,0,0.5,0.8,0,,neither_exact_nor_high,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim"
y2_marginal_joint_degrade_q_0_10,E_trivial,E_A,dec::y2_marginal_joint_degrade_q_0_10::E_trivial::E_A::bayes_optimal_decoder,1.0,1,1,1.0,0.0,1,E_A;E_B;E_joint;E_parity;E_trivial,exact_and_high_probability,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim"
